-1501 	-994.8 	0 	1.00215 	-3.51055e-05 	0
-1501 	-985.9 	0 	1.00215 	-0.000105292 	0
-1501 	-976.5 	0 	1.00214 	-0.000175405 	0
-1501 	-967.1 	0 	1.00214 	-0.000245395 	0
-1501 	-957.7 	0 	1.00213 	-0.000315213 	0
-1501 	-948.3 	0 	1.00212 	-0.000384811 	0
-1501 	-938.9 	0 	1.00211 	-0.000454139 	0
-1501 	-929.5 	0 	1.0021 	-0.000523148 	0
-1501 	-920.1 	0 	1.00209 	-0.000591789 	0
-1501 	-910.7 	0 	1.00207 	-0.000660014 	0
-1501 	-901.3 	0 	1.00206 	-0.000727773 	0
-1501 	-891.9 	0 	1.00204 	-0.000795019 	0
-1501 	-882.5 	0 	1.00202 	-0.000861702 	0
-1501 	-873.1 	0 	1.002 	-0.000927774 	0
-1501 	-863.7 	0 	1.00197 	-0.000993187 	0
-1501 	-854.3 	0 	1.00195 	-0.00105789 	0
-1501 	-844.9 	0 	1.00192 	-0.00112184 	0
-1501 	-835.5 	0 	1.0019 	-0.00118499 	0
-1501 	-826.1 	0 	1.00187 	-0.00124728 	0
-1501 	-816.7 	0 	1.00184 	-0.00130868 	0
-1501 	-807.3 	0 	1.00181 	-0.00136913 	0
-1501 	-797.9 	0 	1.00177 	-0.00142858 	0
-1501 	-788.5 	0 	1.00174 	-0.001487 	0
-1501 	-779.1 	0 	1.0017 	-0.00154433 	0
-1501 	-769.7 	0 	1.00166 	-0.00160053 	0
-1501 	-760.3 	0 	1.00162 	-0.00165554 	0
-1501 	-750.9 	0 	1.00158 	-0.00170934 	0
-1501 	-741.5 	0 	1.00154 	-0.00176186 	0
-1501 	-732.1 	0 	1.0015 	-0.00181307 	0
-1501 	-722.7 	0 	1.00145 	-0.00186292 	0
-1501 	-713.3 	0 	1.00141 	-0.00191137 	0
-1501 	-703.9 	0 	1.00136 	-0.00195838 	0
-1501 	-694.5 	0 	1.00131 	-0.00200389 	0
-1501 	-685.1 	0 	1.00126 	-0.00204788 	0
-1501 	-675.7 	0 	1.00121 	-0.00209029 	0
-1501 	-666.3 	0 	1.00116 	-0.00213109 	0
-1501 	-656.9 	0 	1.00111 	-0.00217023 	0
-1501 	-647.5 	0 	1.00105 	-0.00220769 	0
-1501 	-638.1 	0 	1.001 	-0.00224341 	0
-1501 	-628.7 	0 	1.00094 	-0.00227736 	0
-1501 	-619.3 	0 	1.00088 	-0.00230951 	0
-1501 	-609.9 	0 	1.00083 	-0.00233982 	0
-1501 	-600.5 	0 	1.00077 	-0.00236825 	0
-1501 	-591.1 	0 	1.00071 	-0.00239477 	0
-1501 	-581.7 	0 	1.00065 	-0.00241935 	0
-1501 	-572.3 	0 	1.00059 	-0.00244195 	0
-1501 	-562.9 	0 	1.00052 	-0.00246255 	0
-1501 	-553.5 	0 	1.00046 	-0.00248111 	0
-1501 	-544.1 	0 	1.0004 	-0.00249761 	0
-1501 	-534.7 	0 	1.00033 	-0.00251203 	0
-1501 	-525.3 	0 	1.00027 	-0.00252433 	0
-1501 	-515.9 	0 	1.0002 	-0.00253449 	0
-1501 	-506.5 	0 	1.00014 	-0.0025425 	0
-1501 	-497.1 	0 	1.00007 	-0.00254833 	0
-1501 	-487.7 	0 	1.00001 	-0.00255196 	0
-1501 	-478.3 	0 	0.999943 	-0.00255338 	0
-1501 	-468.9 	0 	0.999877 	-0.00255257 	0
-1501 	-459.5 	0 	0.999811 	-0.00254952 	0
-1501 	-450.1 	0 	0.999744 	-0.00254422 	0
-1501 	-440.7 	0 	0.999678 	-0.00253665 	0
-1501 	-431.3 	0 	0.999612 	-0.00252682 	0
-1501 	-421.9 	0 	0.999546 	-0.00251472 	0
-1501 	-412.5 	0 	0.99948 	-0.00250034 	0
-1501 	-403.1 	0 	0.999414 	-0.00248368 	0
-1501 	-393.7 	0 	0.999349 	-0.00246476 	0
-1501 	-384.3 	0 	0.999284 	-0.00244356 	0
-1501 	-374.9 	0 	0.999219 	-0.00242009 	0
-1501 	-365.5 	0 	0.999155 	-0.00239438 	0
-1501 	-356.1 	0 	0.999091 	-0.00236642 	0
-1501 	-346.7 	0 	0.999029 	-0.00233623 	0
-1501 	-337.3 	0 	0.998966 	-0.00230383 	0
-1501 	-327.9 	0 	0.998905 	-0.00226923 	0
-1501 	-318.5 	0 	0.998844 	-0.00223246 	0
-1501 	-309.1 	0 	0.998785 	-0.00219355 	0
-1501 	-299.7 	0 	0.998726 	-0.00215251 	0
-1501 	-290.3 	0 	0.998668 	-0.00210937 	0
-1501 	-280.9 	0 	0.998612 	-0.00206418 	0
-1501 	-271.5 	0 	0.998556 	-0.00201696 	0
-1501 	-262.1 	0 	0.998502 	-0.00196776 	0
-1501 	-252.7 	0 	0.998449 	-0.0019166 	0
-1501 	-243.3 	0 	0.998397 	-0.00186354 	0
