"U:0","U:1","U:2","p"
0,0,0,-3.5278e-09
0,0,0,4.2809e-06
0,0,0,1.4202e-05
0,0,0,2.5335e-05
0,0,0,3.4833e-05
0,0,0,4.2077e-05
0,0,0,4.816e-05
0,0,0,5.3662e-05
0,0,0,5.895e-05
0,0,0,6.426e-05
0,0,0,6.9741e-05
0,0,0,7.5489e-05
0,0,0,8.1565e-05
0,0,0,8.8007e-05
0,0,0,9.484e-05
0,0,0,0.00010208
0,0,0,0.00010973
0,0,0,0.00011779
0,0,0,0.00012627
0,0,0,0.00013517
0,0,0,0.00014447
0,0,0,0.00015417
0,0,0,0.00016427
0,0,0,0.00017475
0,0,0,0.00018559
0,0,0,0.00019678
0,0,0,0.00020831
0,0,0,0.00022015
0,0,0,0.0002323
0,0,0,0.00024472
0,0,0,0.00025739
0,0,0,0.00027029
0,0,0,0.0002834
0,0,0,0.00029668
0,0,0,0.00031012
0,0,0,0.00032369
0,0,0,0.00033737
0,0,0,0.00035112
0,0,0,0.00036491
0,0,0,0.00037872
0,0,0,0.00039252
0,0,0,0.00040628
0,0,0,0.00041997
0,0,0,0.00043357
0,0,0,0.00044703
0,0,0,0.00046035
0,0,0,0.00047348
0,0,0,0.0004864
0,0,0,0.00049907
0,0,0,0.00051148
0,0,0,0.0005236
0,0,0,0.00053539
0,0,0,0.00054684
0,0,0,0.00055791
0,0,0,0.00056858
0,0,0,0.00057883
0,0,0,0.00058864
0,0,0,0.00059798
0,0,0,0.00060683
0,0,0,0.00061516
0,0,0,0.00062297
0,0,0,0.00063022
0,0,0,0.00063689
0,0,0,0.00064298
0,0,0,0.00064845
0,0,0,0.00065329
0,0,0,0.00065747
0,0,0,0.00066099
0,0,0,0.00066382
0,0,0,0.00066593
0,0,0,0.00066732
0,0,0,0.00066798
0,0,0,0.0006679
0,0,0,0.00066712
0,0,0,0.0006657
0,0,0,0.00066373
0,0,0,0.00066139
0,0,0,0.00065894
0,0,0,0.00065671
0,0,0,0.00065512
0,0,0,0.00065453
0,0,0,1.4672e-05
1.0421e-07,4.668e-07,0,1.7836e-05
-1.8473e-06,2.9685e-06,0,2.53e-05
-5.4929e-06,5.0639e-06,0,3.4e-05
-1.0903e-05,7.1112e-06,0,4.1959e-05
-1.7491e-05,8.9027e-06,0,4.8576e-05
-2.5243e-05,1.0353e-05,0,5.4399e-05
-3.3897e-05,1.144e-05,0,5.9797e-05
-4.3208e-05,1.2191e-05,0,6.5034e-05
-5.2962e-05,1.2658e-05,0,7.0299e-05
-6.2982e-05,1.2899e-05,0,7.5721e-05
-7.3128e-05,1.2969e-05,0,8.1388e-05
-8.3292e-05,1.2913e-05,0,8.7364e-05
-9.3392e-05,1.2767e-05,0,9.3688e-05
-0.00010337,1.2557e-05,0,0.00010039
-0.00011318,1.23e-05,0,0.00010748
-0.00012278,1.2008e-05,0,0.00011497
-0.00013215,1.1688e-05,0,0.00012287
-0.00014126,1.1345e-05,0,0.00013118
-0.0001501,1.098e-05,0,0.0001399
-0.00015865,1.0596e-05,0,0.00014903
-0.00016688,1.0194e-05,0,0.00015855
-0.00017479,9.7737e-06,0,0.00016845
-0.00018237,9.3361e-06,0,0.00017873
-0.00018959,8.8817e-06,0,0.00018937
-0.00019644,8.4112e-06,0,0.00020036
-0.00020291,7.9253e-06,0,0.00021169
-0.00020899,7.4246e-06,0,0.00022332
-0.00021467,6.9099e-06,0,0.00023525
-0.00021994,6.3822e-06,0,0.00024745
-0.00022478,5.8424e-06,0,0.0002599
-0.00022919,5.2915e-06,0,0.00027257
-0.00023316,4.7304e-06,0,0.00028545
-0.00023668,4.1603e-06,0,0.00029851
-0.00023974,3.5823e-06,0,0.00031172
-0.00024235,2.9974e-06,0,0.00032505
-0.00024449,2.4069e-06,0,0.00033849
-0.00024615,1.8119e-06,0,0.000352
-0.00024735,1.2136e-06,0,0.00036556
-0.00024807,6.1314e-07,0,0.00037913
-0.00024831,1.1783e-08,0,0.00039269
-0.00024808,-5.8936e-07,0,0.00040621
-0.00024737,-1.1892e-06,0,0.00041967
-0.00024618,-1.7865e-06,0,0.00043302
-0.00024452,-2.3801e-06,0,0.00044626
-0.0002424,-2.969e-06,0,0.00045934
-0.0002398,-3.5519e-06,0,0.00047224
-0.00023675,-4.1279e-06,0,0.00048493
-0.00023324,-4.696e-06,0,0.00049738
-0.00022929,-5.2551e-06,0,0.00050957
-0.00022489,-5.8044e-06,0,0.00052147
-0.00022006,-6.343e-06,0,0.00053304
-0.00021481,-6.8699e-06,0,0.00054428
-0.00020914,-7.3844e-06,0,0.00055514
-0.00020307,-7.8855e-06,0,0.00056562
-0.00019661,-8.3723e-06,0,0.00057568
-0.00018977,-8.8439e-06,0,0.00058529
-0.00018256,-9.2997e-06,0,0.00059445
-0.00017499,-9.7388e-06,0,0.00060312
-0.00016709,-1.016e-05,0,0.00061129
-0.00015886,-1.0564e-05,0,0.00061893
-0.00015032,-1.0949e-05,0,0.00062603
-0.00014149,-1.1314e-05,0,0.00063256
-0.00013238,-1.1658e-05,0,0.00063851
-0.00012301,-1.1977e-05,0,0.00064386
-0.00011341,-1.2268e-05,0,0.00064859
-0.00010361,-1.2524e-05,0,0.0006527
-9.3637e-05,-1.2733e-05,0,0.00065615
-8.3539e-05,-1.2877e-05,0,0.00065895
-7.3375e-05,-1.2932e-05,0,0.00066107
-6.3226e-05,-1.2864e-05,0,0.00066252
-5.3197e-05,-1.2624e-05,0,0.00066328
-4.3429e-05,-1.2157e-05,0,0.00066339
-3.4096e-05,-1.1395e-05,0,0.00066286
-2.5414e-05,-1.0274e-05,0,0.00066175
-1.7633e-05,-8.7452e-06,0,0.00066015
-1.1021e-05,-6.8043e-06,0,0.00065819
-5.834e-06,-4.5369e-06,0,0.00065605
-2.2847e-06,-2.1909e-06,0,0.00065394
-4.8809e-07,-3.1769e-07,0,0.0006521
0,0,0,0.00065128
0,0,0,4.458e-05
-1.8282e-06,4.3016e-06,0,4.5502e-05
-6.2599e-06,1.1357e-05,0,4.8155e-05
-1.3567e-05,1.7848e-05,0,5.2137e-05
-2.3357e-05,2.3709e-05,0,5.6728e-05
-3.5158e-05,2.8714e-05,0,6.1391e-05
-4.8623e-05,3.2743e-05,0,6.602e-05
-6.3395e-05,3.5793e-05,0,7.0656e-05
-7.9131e-05,3.7949e-05,0,7.5369e-05
-9.5532e-05,3.9337e-05,0,8.0237e-05
-0.00011234,4.0102e-05,0,8.5326e-05
-0.00012935,4.0379e-05,0,9.0693e-05
-0.00014641,4.0282e-05,0,9.6382e-05
-0.00016337,3.9906e-05,0,0.00010243
-0.00018014,3.932e-05,0,0.00010885
-0.00019664,3.8575e-05,0,0.00011566
-0.00021281,3.7706e-05,0,0.00012287
-0.0002286,3.6737e-05,0,0.00013048
-0.00024397,3.5682e-05,0,0.00013851
-0.00025888,3.4554e-05,0,0.00014695
-0.00027331,3.3357e-05,0,0.00015578
-0.00028721,3.2097e-05,0,0.00016501
-0.00030056,3.0778e-05,0,0.00017463
-0.00031335,2.9401e-05,0,0.00018461
-0.00032553,2.797e-05,0,0.00019495
-0.0003371,2.6488e-05,0,0.00020564
-0.00034803,2.4956e-05,0,0.00021665
-0.00035829,2.3377e-05,0,0.00022798
-0.00036788,2.1755e-05,0,0.00023959
-0.00037676,2.0091e-05,0,0.00025147
-0.00038493,1.839e-05,0,0.0002636
-0.00039237,1.6653e-05,0,0.00027595
-0.00039907,1.4885e-05,0,0.0002885
-0.00040501,1.3089e-05,0,0.00030122
-0.00041018,1.1268e-05,0,0.0003141
-0.00041457,9.4252e-06,0,0.0003271
-0.00041818,7.5648e-06,0,0.0003402
-0.000421,5.6902e-06,0,0.00035338
-0.00042301,3.8049e-06,0,0.0003666
-0.00042423,1.9127e-06,0,0.00037983
-0.00042464,1.7021e-08,0,0.00039305
-0.00042424,-1.8784e-06,0,0.00040624
-0.00042304,-3.7699e-06,0,0.00041936
-0.00042104,-5.6541e-06,0,0.00043238
-0.00041825,-7.5272e-06,0,0.00044528
-0.00041465,-9.3858e-06,0,0.00045804
-0.00041028,-1.1226e-05,0,0.00047061
-0.00040512,-1.3045e-05,0,0.00048298
-0.00039919,-1.484e-05,0,0.00049512
-0.00039251,-1.6606e-05,0,0.000507
-0.00038508,-1.8342e-05,0,0.00051859
-0.00037693,-2.0043e-05,0,0.00052987
-0.00036805,-2.1707e-05,0,0.00054081
-0.00035848,-2.3331e-05,0,0.00055139
-0.00034822,-2.4911e-05,0,0.00056158
-0.00033731,-2.6446e-05,0,0.00057136
-0.00032575,-2.7932e-05,0,0.00058072
-0.00031357,-2.9366e-05,0,0.00058961
-0.00030079,-3.0747e-05,0,0.00059804
-0.00028744,-3.207e-05,0,0.00060597
-0.00027354,-3.3333e-05,0,0.00061338
-0.00025912,-3.4532e-05,0,0.00062027
-0.00024421,-3.5663e-05,0,0.0006266
-0.00022884,-3.6719e-05,0,0.00063236
-0.00021304,-3.769e-05,0,0.00063755
-0.00019687,-3.8559e-05,0,0.00064214
-0.00018036,-3.9305e-05,0,0.00064613
-0.00016359,-3.9892e-05,0,0.0006495
-0.00014662,-4.0271e-05,0,0.00065226
