-391.666 	60.1 	1.11022e-17 	-0.696983
-386.065 	60.1 	1.11022e-17 	-0.87555
-380.424 	60.1 	1.11022e-17 	-0.527015
-374.743 	60.1 	1.11022e-17 	-0.770634
-369.023 	60.1 	1.11022e-17 	-0.729649
-363.262 	60.1 	1.11022e-17 	-0.778639
-357.461 	60.1 	1.11022e-17 	-0.664261
-351.619 	60.1 	1.11022e-17 	-0.689462
-345.736 	60.1 	1.11022e-17 	-0.544229
-339.812 	60.1 	1.11022e-17 	-0.498939
-333.846 	60.1 	1.11022e-17 	-0.336161
-327.839 	60.1 	1.11022e-17 	-0.299782
-321.789 	60.1 	1.11022e-17 	-0.212674
-315.696 	60.1 	1.11022e-17 	-0.203076
-309.561 	60.1 	1.11022e-17 	-0.173832
-303.383 	60.1 	1.11022e-17 	-0.167354
-297.161 	60.1 	1.11022e-17 	-0.159743
-290.895 	60.1 	1.11022e-17 	-0.153505
-284.586 	60.1 	1.11022e-17 	-0.148062
-278.232 	60.1 	1.11022e-17 	-0.142864
-271.833 	60.1 	1.11022e-17 	-0.13781
-265.39 	60.1 	1.11022e-17 	-0.132915
-258.901 	60.1 	1.11022e-17 	-0.128198
-252.367 	60.1 	1.11022e-17 	-0.123678
-245.787 	60.1 	1.11022e-17 	-0.119367
-239.16 	60.1 	1.11022e-17 	-0.115268
-232.487 	60.1 	1.11022e-17 	-0.111379
-225.767 	60.1 	1.11022e-17 	-0.107694
-219 	60.1 	1.11022e-17 	-0.104206
-212.185 	60.1 	1.11022e-17 	-0.100906
-205.323 	60.1 	1.11022e-17 	-0.0977834
-198.412 	60.1 	1.11022e-17 	-0.0948294
-191.453 	60.1 	1.11022e-17 	-0.0920346
-184.445 	60.1 	1.11022e-17 	-0.0893958
-177.387 	60.1 	1.11022e-17 	-0.0868942
-170.28 	60.1 	1.11022e-17 	-0.0845231
-163.123 	60.1 	1.11022e-17 	-0.0822751
-155.916 	60.1 	1.11022e-17 	-0.0801435
-148.658 	60.1 	1.11022e-17 	-0.0781216
-141.349 	60.1 	1.11022e-17 	-0.0762035
-133.989 	60.1 	1.11022e-17 	-0.0743833
-126.577 	60.1 	1.11022e-17 	-0.0726557
-119.113 	60.1 	1.11022e-17 	-0.0710158
-111.596 	60.1 	1.11022e-17 	-0.069459
-104.027 	60.1 	1.11022e-17 	-0.067981
-96.4045 	60.1 	1.11022e-17 	-0.0665779
-88.7285 	60.1 	1.11022e-17 	-0.0652461
-80.9985 	60.1 	1.11022e-17 	-0.0639823
-73.2142 	60.1 	1.11022e-17 	-0.0627834
-65.3753 	60.1 	1.11022e-17 	-0.0616466
-57.4812 	60.1 	1.11022e-17 	-0.0605693
-49.5317 	60.1 	1.11022e-17 	-0.0595491
-41.5264 	60.1 	1.11022e-17 	-0.0585838
-33.4648 	60.1 	1.11022e-17 	-0.0576715
-25.3465 	60.1 	1.11022e-17 	-0.0568104
-17.1712 	60.1 	1.11022e-17 	-0.0559988
-8.93849 	60.1 	1.11022e-17 	-0.0552353
-0.647913 	60.1 	1.11022e-17 	-0.054519
7.70091 	60.1 	1.11022e-17 	-0.0538487
16.1084 	60.1 	1.11022e-17 	-0.0532237
24.5749 	60.1 	1.11022e-17 	-0.0526432
33.101 	60.1 	1.11022e-17 	-0.0521064
41.6869 	60.1 	1.11022e-17 	-0.0516132
50.3332 	60.1 	1.11022e-17 	-0.0511631
59.0402 	60.1 	1.11022e-17 	-0.050756
67.8084 	60.1 	1.11022e-17 	-0.0503921
76.6382 	60.1 	1.11022e-17 	-0.0500715
85.5301 	60.1 	1.11022e-17 	-0.0497952
94.4844 	60.1 	1.11022e-17 	-0.0495629
103.502 	60.1 	1.11022e-17 	-0.0493787
112.582 	60.1 	1.11022e-17 	-0.0492351
121.727 	60.1 	1.11022e-17 	-0.0491556
130.935 	60.1 	1.11022e-17 	-0.0490825
140.209 	60.1 	1.11022e-17 	-0.0491569
149.547 	60.1 	1.11022e-17 	-0.0490336
158.951 	60.1 	1.11022e-17 	-0.0495589
168.421 	60.1 	1.11022e-17 	-0.0489757
177.958 	60.1 	1.11022e-17 	-0.0504592
187.562 	60.1 	1.11022e-17 	-0.0490906
197.233 	60.1 	1.11022e-17 	-0.0516477
206.972 	60.1 	1.11022e-17 	-0.0496548
216.78 	60.1 	1.11022e-17 	-0.052915
226.656 	60.1 	1.11022e-17 	-0.0510366
236.602 	60.1 	1.11022e-17 	-0.0539666
246.618 	60.1 	1.11022e-17 	-0.0537779
256.704 	60.1 	1.11022e-17 	-0.0542619
266.861 	60.1 	1.11022e-17 	-0.0600696
277.089 	60.1 	1.11022e-17 	-0.0502542
287.389 	60.1 	1.11022e-17 	-0.0716754
297.762 	60.1 	1.11022e-17 	-0.0433834
308.207 	60.1 	1.11022e-17 	-0.0869887
318.726 	60.1 	1.11022e-17 	-0.0362362
329.319 	60.1 	1.11022e-17 	-0.105687
339.986 	60.1 	1.11022e-17 	-0.0356548
350.728 	60.1 	1.11022e-17 	-0.116757
361.546 	60.1 	1.11022e-17 	-0.0528545
372.44 	60.1 	1.11022e-17 	-0.0956937
383.41 	60.1 	1.11022e-17 	-0.167242
394.457 	60.1 	1.11022e-17 	0.175344
