"U:0","U:1","U:2","p"
0,0,0,-5.8791e-09
0,0,0,-3.9279e-05
0,0,0,-7.9958e-05
0,0,0,-5.0111e-05
0,0,0,4.2696e-05
0,0,0,0.00019446
0,0,0,0.00040255
0,0,0,0.00066529
0,0,0,0.00098139
0,0,0,0.0013496
0,0,0,0.0017687
0,0,0,0.0022373
0,0,0,0.002754
0,0,0,0.0033173
0,0,0,0.0039259
0,0,0,0.004578
0,0,0,0.0052721
0,0,0,0.0060066
0,0,0,0.0067797
0,0,0,0.0075897
0,0,0,0.0084348
0,0,0,0.0093133
0,0,0,0.010223
0,0,0,0.011163
0,0,0,0.012131
0,0,0,0.013126
0,0,0,0.014145
0,0,0,0.015186
0,0,0,0.01625
0,0,0,0.017333
0,0,0,0.018434
0,0,0,0.019551
0,0,0,0.020684
0,0,0,0.021831
0,0,0,0.022989
0,0,0,0.024159
0,0,0,0.025338
0,0,0,0.026525
0,0,0,0.027718
0,0,0,0.028917
0,0,0,0.03012
0,0,0,0.031326
0,0,0,0.032532
0,0,0,0.033739
0,0,0,0.034944
0,0,0,0.036146
0,0,0,0.037344
0,0,0,0.038537
0,0,0,0.039722
0,0,0,0.040898
0,0,0,0.042064
0,0,0,0.043218
0,0,0,0.044359
0,0,0,0.045485
0,0,0,0.046593
0,0,0,0.047683
0,0,0,0.048753
0,0,0,0.049799
0,0,0,0.05082
0,0,0,0.051814
0,0,0,0.052779
0,0,0,0.053712
0,0,0,0.054611
0,0,0,0.055474
0,0,0,0.056298
0,0,0,0.057081
0,0,0,0.057821
0,0,0,0.058516
0,0,0,0.059163
0,0,0,0.05976
0,0,0,0.060305
0,0,0,0.060796
0,0,0,0.061232
0,0,0,0.06161
0,0,0,0.061929
0,0,0,0.062187
0,0,0,0.062383
0,0,0,0.062516
0,0,0,0.062584
0,0,0,0.062579
0,0,0,0.062556
0,0,0,4.1149e-06
-0.00018707,8.2263e-05,0,-3.2217e-05
-0.00052237,0.00013575,0,-6.7814e-05
-0.00094231,0.00014701,0,-3.5123e-05
-0.0013665,0.00014682,0,5.8518e-05
-0.0017871,0.00014487,0,0.00021039
-0.0022015,0.00014248,0,0.00041835
-0.0026087,0.00013978,0,0.00068086
-0.0030076,0.00013677,0,0.00099665
-0.0033972,0.00013344,0,0.0013645
-0.0037767,0.00012981,0,0.0017832
-0.0041453,0.00012591,0,0.0022513
-0.0045022,0.00012178,0,0.0027675
-0.0048467,0.00011744,0,0.0033304
-0.0051783,0.00011293,0,0.0039384
-0.0054967,0.0001083,0,0.00459
-0.0058014,0.00010357,0,0.0052836
-0.0060923,9.8764e-05,0,0.0060175
-0.0063692,9.3922e-05,0,0.00679
-0.006632,8.9065e-05,0,0.0075995
-0.0068808,8.4216e-05,0,0.0084441
-0.0071155,7.9397e-05,0,0.0093221
-0.0073364,7.4625e-05,0,0.010232
-0.0075436,6.9918e-05,0,0.011171
-0.0077373,6.5287e-05,0,0.012138
-0.0079178,6.0743e-05,0,0.013132
-0.0080853,5.6294e-05,0,0.014151
-0.0082401,5.1945e-05,0,0.015192
-0.0083825,4.7697e-05,0,0.016255
-0.0085128,4.3551e-05,0,0.017337
-0.0086312,3.9504e-05,0,0.018438
-0.0087382,3.5552e-05,0,0.019555
-0.0088339,3.1687e-05,0,0.020687
-0.0089186,2.7902e-05,0,0.021834
-0.0089924,2.4189e-05,0,0.022992
-0.0090557,2.0541e-05,0,0.024161
-0.0091086,1.6947e-05,0,0.02534
-0.0091511,1.3398e-05,0,0.026526
-0.0091836,9.8822e-06,0,0.027719
-0.0092059,6.3882e-06,0,0.028918
-0.0092182,2.9021e-06,0,0.03012
-0.0092205,-5.8739e-07,0,0.031326
-0.0092127,-4.0928e-06,0,0.032532
-0.0091948,-7.6282e-06,0,0.033738
-0.0091667,-1.1204e-05,0,0.034943
-0.0091282,-1.4834e-05,0,0.036145
-0.0090791,-1.8532e-05,0,0.037342
-0.0090193,-2.2311e-05,0,0.038534
-0.0089485,-2.6183e-05,0,0.039718
-0.0088665,-3.0155e-05,0,0.040894
-0.0087729,-3.4238e-05,0,0.04206
-0.0086675,-3.8439e-05,0,0.043214
-0.0085497,-4.2765e-05,0,0.044354
-0.0084194,-4.7225e-05,0,0.045479
-0.0082761,-5.1824e-05,0,0.046588
-0.0081194,-5.6562e-05,0,0.047677
-0.0079489,-6.144e-05,0,0.048746
-0.0077642,-6.6454e-05,0,0.049791
-0.0075651,-7.1593e-05,0,0.050812
-0.0073511,-7.685e-05,0,0.051806
-0.0071219,-8.2211e-05,0,0.05277
-0.0068773,-8.7652e-05,0,0.053702
-0.0066171,-9.3151e-05,0,0.0546
-0.0063411,-9.8683e-05,0,0.055463
-0.0060494,-0.00010421,0,0.056286
-0.0057419,-0.0001097,0,0.057069
-0.0054188,-0.00011512,0,0.057808
-0.0050805,-0.00012043,0,0.058502
-0.0047272,-0.00012557,0,0.059149
-0.0043595,-0.00013051,0,0.059745
-0.003978,-0.0001352,0,0.06029
-0.0035836,-0.00013958,0,0.060781
-0.0031772,-0.00014362,0,0.061216
-0.0027598,-0.00014727,0,0.061594
-0.0023326,-0.00015051,0,0.061912
-0.0018968,-0.00015332,0,0.06217
-0.001454,-0.0001555,0,0.062366
-0.0010068,-0.00015563,0,0.0625
-0.00056163,-0.00014571,0,0.062569
-0.00020143,-9.4385e-05,0,0.062566
0,0,0,0.062545
0,0,0,6.8836e-06
-0.00035278,0.0002622,0,-2.491e-05
