400.1 	-59.4 	0 	-0.667741
400.1 	-58.2 	0 	-0.659361
400.1 	-57 	0 	-0.674703
400.1 	-55.8 	0 	-0.75212
400.1 	-54.6 	0 	-0.758966
400.1 	-53.4 	0 	-0.804883
400.1 	-52.2 	0 	-0.876931
400.1 	-51 	0 	-0.908455
400.1 	-49.8 	0 	-0.9382
400.1 	-48.6 	0 	-0.958853
400.1 	-47.4 	0 	-0.972292
400.1 	-46.2 	0 	-1.00127
400.1 	-45 	0 	-1.0249
400.1 	-43.8 	0 	-1.02888
400.1 	-42.6 	0 	-1.04623
400.1 	-41.4 	0 	-1.04232
400.1 	-40.2 	0 	-1.03091
400.1 	-39 	0 	-1.01376
400.1 	-37.8 	0 	-0.963527
400.1 	-36.6 	0 	-0.92451
400.1 	-35.4 	0 	-0.868672
400.1 	-34.2 	0 	-0.812738
400.1 	-33 	0 	-0.785259
400.1 	-31.8 	0 	-0.734022
400.1 	-30.6 	0 	-0.719063
400.1 	-29.4 	0 	-0.680125
400.1 	-28.2 	0 	-0.661907
400.1 	-27 	0 	-0.636132
400.1 	-25.8 	0 	-0.614788
400.1 	-24.6 	0 	-0.594596
400.1 	-23.4 	0 	-0.575357
400.1 	-22.2 	0 	-0.557342
400.1 	-21 	0 	-0.540318
400.1 	-19.8 	0 	-0.524124
400.1 	-18.6 	0 	-0.50915
400.1 	-17.4 	0 	-0.495107
400.1 	-16.2 	0 	-0.48222
400.1 	-15 	0 	-0.470352
400.1 	-13.8 	0 	-0.459556
400.1 	-12.6 	0 	-0.449775
400.1 	-11.4 	0 	-0.440995
400.1 	-10.2 	0 	-0.433184
400.1 	-9 	0 	-0.426316
400.1 	-7.8 	0 	-0.420366
400.1 	-6.6 	0 	-0.415311
400.1 	-5.4 	0 	-0.41113
400.1 	-4.2 	0 	-0.407808
400.1 	-3 	0 	-0.405329
400.1 	-1.8 	0 	-0.403684
400.1 	-0.6 	0 	-0.402865
400.1 	0.6 	0 	-0.402869
400.1 	1.8 	0 	-0.403695
400.1 	3 	0 	-0.405348
400.1 	4.2 	0 	-0.407835
400.1 	5.4 	0 	-0.411165
400.1 	6.6 	0 	-0.415353
400.1 	7.8 	0 	-0.420417
400.1 	9 	0 	-0.426375
400.1 	10.2 	0 	-0.433251
400.1 	11.4 	0 	-0.441071
400.1 	12.6 	0 	-0.449859
400.1 	13.8 	0 	-0.459649
400.1 	15 	0 	-0.470454
400.1 	16.2 	0 	-0.48233
400.1 	17.4 	0 	-0.495226
400.1 	18.6 	0 	-0.509278
400.1 	19.8 	0 	-0.524261
400.1 	21 	0 	-0.540463
400.1 	22.2 	0 	-0.557496
400.1 	23.4 	0 	-0.575517
400.1 	24.6 	0 	-0.594763
400.1 	25.8 	0 	-0.614962
400.1 	27 	0 	-0.636305
400.1 	28.2 	0 	-0.662109
400.1 	29.4 	0 	-0.680296
400.1 	30.6 	0 	-0.719258
400.1 	31.8 	0 	-0.734188
400.1 	33 	0 	-0.785406
400.1 	34.2 	0 	-0.812885
400.1 	35.4 	0 	-0.868731
400.1 	36.6 	0 	-0.924595
400.1 	37.8 	0 	-0.963597
400.1 	39 	0 	-1.01385
400.1 	40.2 	0 	-1.03108
400.1 	41.4 	0 	-1.04247
400.1 	42.6 	0 	-1.04641
400.1 	43.8 	0 	-1.02908
400.1 	45 	0 	-1.02508
400.1 	46.2 	0 	-1.00154
400.1 	47.4 	0 	-0.972464
400.1 	48.6 	0 	-0.959001
400.1 	49.8 	0 	-0.938366
400.1 	51 	0 	-0.908586
400.1 	52.2 	0 	-0.877053
400.1 	53.4 	0 	-0.805045
400.1 	54.6 	0 	-0.759077
400.1 	55.8 	0 	-0.752235
400.1 	57 	0 	-0.674888
400.1 	58.2 	0 	-0.659432
400.1 	59.4 	0 	-0.667972
